	GSM8343538	GSM8343539	GSM8343540	GSM8343541	GSM8343542	GSM8343543
1363	2091	3891	3923	4426	4185	2186
7092	259	610	110	138	115	252
50859	11	50	75	98	70	25
105377524	4	12	9	18	13	23
55601	114	536	985	1030	918	767
91351	74	227	205	232	268	333
23022	4052	7820	12972	11451	11251	7566
107986199	53	61	44	65	65	69
102723331	273	502	640	490	437	387
84869	843	2866	4103	4107	3508	2822
107986200	5	10	11	13	3	9
105377527	26	40	11	26	19	26
57630	1500	3311	2273	2304	2601	1977
105377529	3	5	10	18	7	8
4750	495	1859	1992	2219	2148	2060
1182	1427	4532	5016	5424	5539	4325
54969	267	1903	2130	2133	2444	1880
9848	93	214	472	529	486	429
51166	679	1989	2113	2135	2361	1952
107986326	44	201	226	213	227	192
441052	26	16	7	9	17	7
442117	34	46	29	41	54	23
101930370	342	184	184	232	250	179
51809	976	3573	4278	4533	4599	3335
100422849	1	14	4	10	8	14
3148	8947	14901	19268	17591	19674	16179
105377541	21	32	45	42	43	62
105377540	53	88	112	120	114	90
8819	1180	944	1251	1202	1221	900
101928383	47	148	115	183	158	226
11341	159	333	275	399	330	432
112268474	97	72	85	73	76	72
112267917	25	27	24	26	17	10
101928409	3	18	8	19	24	7
26269	104	458	510	520	523	397
80817	740	1329	1678	1671	1508	1436
105377547	4	11	14	20	8	6
3248	0	21	11	13	15	2
2823	1622	5069	3002	4452	5033	3398
101928590	54	230	150	156	167	157
107984113	216	323	332	257	211	403
116966	805	1960	1621	1960	1760	1627
132851	3	18	15	20	18	10
60559	2631	6787	7815	8741	9316	8587
7424	112	243	150	140	212	204
55247	440	1056	1211	1168	1342	1204
105377558	26	149	147	135	152	196
175	305	580	538	482	547	430
285500	42	48	42	65	62	55
105377567	63	160	115	163	153	113
105377568	1	16	2	5	10	4
55714	6811	13792	18272	19548	19314	10346
90768	1016	1118	1688	1829	1974	1098
100302270	11	34	47	25	18	16
105377572	171	429	629	587	440	358
105377571	189	259	302	375	194	136
105377576	54	121	159	134	141	90
1635	1109	2106	2773	2806	3027	2329
152641	150	46	32	57	71	55
80014	2251	3332	3713	3984	4737	4014
101928734	19	20	16	16	12	8
53842	10	64	83	122	134	121
100132463	1	21	37	26	20	30
107986217	12	15	8	7	19	13
55602	297	1400	1640	1840	2080	1439
389247	56	68	68	76	77	90
3622	259	747	694	888	938	826
201965	464	1087	1431	1538	1631	1301
60684	907	3582	3879	4164	4360	3469
56977	2981	6499	5019	5941	6648	7084
107986330	18	40	14	22	15	36
133121	7	10	2	7	9	11
728175	2	20	5	6	12	12
3660	221	721	661	907	731	727
105377585	14	23	15	19	35	12
105377586	14	10	12	61	37	13
836	719	3038	2920	3650	3982	2684
201973	476	859	1099	1024	961	1031
79682	990	4329	6456	5108	5934	5045
2180	77	392	173	422	592	699
291	623	1132	1235	1233	1395	809
57587	585	2666	3540	3563	3844	3105
83891	313	402	789	810	660	540
55805	65	118	231	214	210	170
107986206	5	21	27	30	21	32
353322	9	68	72	89	122	73
55325	257	1456	1406	1565	1951	1361
441054	43	78	99	147	72	78
256309	0	17	37	38	50	29
27295	16	50	182	91	57	43
8470	2876	10103	7881	7220	8435	7379
101928929	80	211	92	82	127	32
7098	0	20	40	45	44	41
25854	205	193	296	303	441	262
651430	52	30	39	56	46	43
285440	535	785	909	1050	1045	810
3818	7	32	30	28	33	25
2160	1	4	15	9	5	10
4543	26	34	50	20	36	18
2195	11750	33697	47535	50204	56038	44651
107986334	156	373	506	558	398	439
105377616	8	1	15	14	5	9
728339	33	69	34	50	68	63
105377619	13	10	17	9	10	8
2483	418	1445	1624	1698	2212	1538
153478	4320	3378	3714	3434	3227	2680
107986394	221	45	58	37	30	46
389257	13	11	3	4	6	5
133957	997	1053	1206	1320	1291	1135
6389	2144	3213	3521	3926	4108	3582
102467073	17	59	30	72	62	59
10016	429	1400	1740	1743	2133	1569
57491	64	221	229	213	349	223
116349	269	249	231	214	307	229
11336	1147	1572	1522	1678	2023	1636
6550	743	484	662	568	720	578
25845	152	251	437	382	456	346
100288152	462	251	261	207	264	288
105374608	12	16	8	4	9	8
55722	1013	1158	1350	1080	1095	1274
11076	996	666	391	519	475	411
101929898	127	42	29	14	13	16
653082	543	552	387	359	329	270
101928768	160	49	36	20	31	31
79844	557	448	464	375	419	378
65980	3069	3224	2699	2812	3380	2912
9319	457	2111	2538	2214	2927	2421
100506688	79	128	61	43	68	52
85409	290	324	239	328	533	518
10723	3141	2956	4155	4090	4266	2830
105374612	5	8	15	3	5	10
7015	122	22	128	43	36	46
81037	1957	2715	2949	3096	3540	2776
6531	7	6	23	17	16	13
79888	3057	5274	6771	6635	8470	7026
728609	379	630	609	630	612	516
728613	172	238	364	390	290	148
105374614	7	20	10	3	7	7
101929003	87	75	54	69	76	62
64979	503	720	760	740	944	666
4726	3505	2414	2365	2388	2948	2033
50805	4	3	0	7	25	15
112267947	8	19	9	9	14	2
105374616	3	14	7	13	5	6
105374618	3	19	13	27	11	9
153572	2362	3066	1935	3653	5663	7601
101234261	6	13	10	10	11	31
153571	842	586	367	524	770	936
79192	622	925	515	911	1236	1369
107986399	31	132	62	103	86	218
101929176	41	33	70	42	47	36
170690	70	71	279	269	518	714
101929200	94	182	219	223	202	241
23379	2301	6207	7682	7692	8842	7139
84246	789	803	875	761	1159	726
134111	262	415	559	531	641	205
105374639	42	92	146	89	79	61
255167	15	16	37	26	23	4
54888	1339	2927	3219	3791	4108	3818
6715	1300	1800	1820	2152	2225	1745
100505625	4	20	12	8	16	11
11044	2022	2944	3649	3569	3799	3524
107986401	5	34	39	43	45	68
102724943	25	26	26	32	37	46
442132	32	31	5	16	30	18
107986403	70	19	1	8	14	4
108	705	1199	700	1182	1465	545
105374646	289	133	74	114	88	48
134121	164	141	118	173	199	66
4552	523	1377	1867	1906	2169	1725
79072	55	548	783	631	794	607
101929307	0	7	9	13	41	40
9037	2076	4987	7249	7937	9345	8359
101929338	45	74	136	129	114	174
100505806	42	124	292	266	274	229
285692	4	5	14	0	25	5
134145	628	1286	1410	1454	1308	1150
22948	3508	11830	15407	14898	19329	15539
134147	939	923	1185	1497	1648	1302
101929977	263	275	290	286	252	246
10299	9975	17453	16952	19675	19340	15203
113218502	142	262	233	289	220	186
100505845	28	19	20	15	17	7
83853	33	31	30	28	59	17
105369214	13	15	7	7	6	5
651746	226	265	449	260	231	155
1611	1590	3890	4403	4621	5856	4321
105374654	14	31	16	11	21	14
1501	5369	9225	3625	4640	5770	4481
1767	278	449	709	735	651	311
7204	6748	10472	12188	15452	16395	14786
109623458	7	17	27	39	21	25
54491	186	489	655	544	618	443
106635684	11	24	42	39	65	33
90268	1776	2693	3596	3569	3744	3118
56172	436	1097	1073	1386	1437	1274
100130744	269	173	209	195	240	175
23194	1309	1921	2864	2665	3108	2309
101929472	15	22	17	15	17	29
107986343	78	110	146	184	123	157
100126347	17	3	11	13	5	15
107986406	18	74	55	73	93	71
441061	4	8	12	14	5	4
107986407	4	13	18	14	16	19
401176	0	3	4	10	5	10
101929505	9	11	10	1	10	8
105374663	9	14	23	9	17	19
90441	693	854	893	893	1084	861
54463	89	243	183	166	187	114
101929524	3	14	9	14	8	3
4651	6827	9352	12914	13893	12252	8815
285696	159	112	55	115	100	86
105374664	14	31	32	27	19	31
10409	8896	9712	7764	10849	12556	9194
646241	6	39	16	30	65	29
105374668	4	16	8	8	7	12
1016	190	529	223	427	487	184
105374672	3	16	4	7	6	11
102725105	23	18	5	21	17	12
112267938	39	116	104	118	76	97
728411	431	1108	989	1071	1043	946
1010	163	239	273	502	418	104
106635539	1	84	114	114	148	102
107986345	17	27	54	45	43	21
105374682	4	16	15	29	16	3
105374681	18	9	16	29	15	10
101929617	22	46	62	92	42	14
105374689	1	6	18	11	14	6
1008	438	1642	2657	2672	2793	1557
1007	16	100	8	34	63	28
1004	2766	16174	12177	11383	9702	5948
105374709	164	592	310	319	246	184
29102	1832	6400	7846	7941	9368	6948
55322	761	2140	3401	3334	3570	2530
23037	169	385	529	786	904	726
105374711	25	22	13	28	37	31
64083	2380	3244	4040	4210	4488	3609
54545	1463	2293	2824	2950	3429	2806
51663	3026	9037	9688	10698	11812	8820
10923	1299	5663	6512	6333	8169	5951
4883	7	4	49	63	80	47
107986411	23	86	94	102	88	63
6897	2968	6479	8125	8272	10174	7539
81792	1098	3656	4975	4630	4538	4024
51289	12	8	8	10	19	6
51151	28	28	25	16	25	18
23600	182	420	515	608	658	479
100534612	141	446	549	603	631	507
114899	360	792	679	751	691	687
646652	1449	743	449	430	296	550
105374723	88	32	33	31	56	30
26064	4605	6994	7437	7857	9014	6410
101929704	14	57	53	97	66	33
153657	133	313	142	215	222	148
5810	2335	2263	2584	2598	2765	2322
55299	540	1569	2003	1900	2623	1814
134218	950	2709	2790	3354	3469	3017
5618	34	151	251	221	220	137
79925	249	656	793	837	927	520
105374724	28	53	44	65	46	36
3575	10	26	112	115	65	10
133688	3	2	53	17	17	1
167127	6	5	87	55	42	22
92255	377	1170	940	1160	1162	940
6502	1869	4795	7647	7032	7613	6086
133686	1438	2594	2483	2569	2797	2534
202151	95	152	135	168	147	155
6507	277	2158	2363	4027	4946	6383
107986413	65	302	630	1258	1414	1841
646719	1540	2291	2241	2511	2580	2141
25836	5502	11419	13945	15335	14959	11406
65250	2452	7348	7754	7799	8019	7168
105374727	73	33	23	18	34	28
9631	5090	6945	9417	9034	10245	8533
55100	871	1559	1960	2004	2212	1709
2668	13	9	6	11	14	10
133584	19	85	473	960	1058	1122
100852408	0	6	10	12	13	24
100506475	0	1	4	15	14	22
105374732	0	1	3	24	3	14
3977	3989	13100	4384	7003	8377	8857
100506495	77	189	151	217	218	219
100500824	2	9	7	11	13	16
9180	87	278	233	472	458	439
253260	811	3011	3609	3910	3781	3227
1601	169	592	1350	2229	4143	3459
101926940	0	0	6	2	16	22
5734	27	55	85	97	128	100
23548	595	989	1283	1467	1299	1105
5562	1103	2031	2501	2757	2811	2445
6167	8429	12245	16434	16436	17049	12273
619564	0	13	13	27	26	18
730	1	2	31	108	124	118
345557	38	120	18	80	115	51
5019	699	2636	3045	3034	3561	2854
102723752	46	101	67	132	97	124
100874002	17	63	63	59	74	54
285636	1096	2478	2654	2871	3027	2753
26272	691	1634	1788	1857	1880	1738
2690	122	585	173	332	512	289
100129792	45	212	630	636	581	434
6414	36	170	479	647	601	439
105374745	3	13	3	15	1	6
648987	71	108	92	119	123	113
105374748	222	37	40	53	37	46
389289	53	24	35	17	23	32
153684	50	48	53	55	61	43
100132356	211	157	259	191	230	215
100506639	86	257	214	297	288	278
7690	772	2080	2630	2625	3079	2257
167359	45	56	19	31	34	19
3157	11496	38936	44028	42711	52697	43018
56477	10	9	11	7	7	3
64417	184	376	489	514	491	398
105374749	18	37	48	45	49	41
375444	229	752	1051	937	956	862
10605	2686	5283	5603	5825	6261	4750
100652772	572	751	609	731	887	565
23530	1329	4183	4846	5475	5865	4557
2255	47	143	65	78	104	244
101927075	5	10	3	7	9	11
100506674	3	53	102	70	90	47
10884	961	1143	1609	1599	1772	1236
348980	42	59	24	32	58	75
133418	193	1457	2142	1964	1785	1250
79668	403	1558	2199	2420	2145	1598
642366	26	14	73	67	39	10
3670	11	41	167	169	102	26
105378963	8	11	18	15	12	14
105378964	2	4	17	12	7	10
3672	32	184	3225	3352	2812	1874
53918	318	809	1322	1354	1513	937
3673	311	714	1229	1034	825	430
4338	486	1020	1235	1187	1370	964
257396	19	58	128	110	82	61
10468	340	2121	518	566	492	518
4724	734	1843	1741	1778	1964	1595
54622	156	750	970	965	869	733
112574	762	1349	2169	2298	2337	1759
105378967	0	10	8	19	9	4
102467080	17	14	19	26	22	4
105378969	5	14	21	14	15	2
11082	3	2	12	35	12	4
3001	8	116	44	206	189	102
166979	1070	983	355	1273	1632	684
493869	977	2629	4152	4472	4838	3723
100313923	5	13	3	7	24	5
345643	84	88	79	179	198	64
10309	388	232	143	459	559	143
54505	706	2786	3356	3651	4093	3466
105378973	13	70	97	96	123	106
23517	1956	4800	5596	5986	6763	5437
107986415	33	27	22	38	22	32
8611	282	461	571	654	678	562
100847019	14	18	8	8	16	6
379013	264	283	259	324	241	268
153129	139	881	1132	1250	1045	922
54514	10	5	13	9	5	5
133396	25	12	8	15	8	17
3572	885	4131	3860	4679	4811	4077
441072	37	20	27	37	35	27
79722	13	37	19	36	19	7
102467147	3	15	9	18	18	3
4214	847	2648	3696	3869	4223	3350
105378980	13	104	154	182	175	154
133383	228	640	842	788	946	754
166968	1124	2530	3165	3443	3414	2831
65056	2210	7437	8877	9236	9661	7593
10769	288	585	754	738	924	634
115827	230	1185	779	844	1139	1043
5144	779	3753	1767	1562	1698	1621
107986348	31	108	12	31	57	83
107986347	20	39	8	8	23	41
107986350	8	23	31	29	49	17
25859	56	61	72	52	44	62
55789	1241	3259	4749	3981	3820	3429
79993	24	62	85	67	52	26
1161	235	836	1214	1226	1179	967
105378991	8	77	99	110	82	73
91942	288	770	867	755	1068	853
643155	519	2252	2541	2805	2859	2342
101928630	81	113	172	150	161	128
105378994	1	11	9	18	19	12
57688	1080	4679	4956	5635	6092	5000
105378997	19	12	0	0	2	5
285668	20	48	1	18	20	18
101928651	4	12	1	0	3	15
105378998	7	22	14	16	10	1
3796	1617	7285	8066	8375	9327	7556
27292	533	2344	2624	2845	2823	2555
51194	541	2213	2987	2817	2947	2536
101180901	115	443	617	567	556	488
100130733	11	109	82	68	74	81
3350	1	1	29	16	13	2
285671	463	1373	1169	1297	1354	940
401190	57	134	75	156	276	164
100132916	8	15	112	61	39	22
285672	770	2493	3020	3159	2974	2142
10283	1163	2370	2424	2520	2703	2250
11174	267	1567	943	587	369	204
64105	915	2224	2564	2405	2297	2468
23398	595	2011	2429	2606	2792	2396
373	398	1016	1102	1343	1309	990
80006	220	963	1030	1112	1169	938
112441434	27	211	221	316	317	170
54557	636	1586	1470	1717	1848	1435
57486	1957	4551	6476	6706	6411	4237
55914	2131	9675	9394	10699	10530	10066
100303749	31	62	73	40	46	55
140890	1976	4779	5135	5346	4932	5040
375449	982	1688	1559	2094	2097	1564
101928794	30	15	33	45	45	25
105379005	23	85	200	146	121	131
101928858	7	22	62	36	34	28
5295	1037	3271	4290	6653	7148	5892
64924	771	1549	1790	2087	2097	1733
891	6388	7062	10735	9242	10797	9495
112267932	84	152	101	120	150	90
64946	1590	1963	3090	2460	2628	2141
92259	41	559	598	636	620	469
1022	386	1027	1124	1187	1209	851
202243	723	543	826	743	744	396
102157402	228	685	861	822	940	648
6880	161	922	1542	1392	1663	1162
5884	403	1858	2322	2406	2427	1799
153562	29	16	25	41	37	26
100506658	223	313	807	667	597	210
728340	443	1035	1171	1141	1266	1120
653188	334	454	410	432	410	351
105379623	44	18	16	15	19	15
105369228	109	382	355	398	331	338
112267941	336	1407	1410	1483	1112	1174
728492	1713	887	992	978	1068	747
107986372	566	176	187	197	214	147
6607	1123	2117	2523	2516	3088	2355
11039	1227	2087	2051	2029	1930	1578
112267939	294	334	248	251	187	245
112267940	354	357	257	286	207	256
107986356	69	31	24	36	28	24
105379021	51	24	14	29	36	20
653238	772	1274	1450	1533	1498	1360
11042	670	1228	1199	1146	1136	932
441081	938	418	294	291	208	332
105379020	66	24	22	24	26	16
107986355	59	24	22	31	27	24
653080	667	1163	1034	1115	1060	928
101929599	787	362	214	189	133	259
8293	1701	861	959	932	1013	713
107986373	573	178	187	197	216	146
6606	950	2124	2511	2458	3063	2379
4671	488	1279	1267	1350	1171	1128
112267942	208	189	165	190	139	172
2966	412	1041	1073	1052	1166	1007
647859	13	92	111	109	93	58
100049076	475	849	855	850	779	716
105379016	115	147	139	141	130	138
107986421	37	18	13	27	21	18
105379025	11	16	8	12	9	8
55814	3988	7264	5726	7077	6299	6288
64087	851	1474	2755	2331	2332	2056
105379027	15	19	9	12	4	4
105379028	1112	1547	1199	1556	1240	982
4131	49529	118510	68848	95524	90072	69367
100616377	132	47	40	26	19	24
23107	1379	3061	4843	4622	5265	3789
107986422	80	242	329	267	230	260
79810	431	1001	1385	1409	1400	1347
167465	0	21	14	19	27	27
3842	4830	15534	19296	20465	20759	18833
115548	231	1072	1385	1480	1469	1368
2297	3	9	186	239	245	182
689	3326	4648	11569	11769	14590	10683
57763	271	546	626	770	702	567
84135	649	1557	1930	1863	2095	1869
64283	35	49	95	114	95	80
8507	5002	12346	16433	15065	16531	8172
3074	1271	1410	2001	2022	2266	1523
84340	611	2303	2758	2865	3076	2470
10412	749	2927	3404	3628	4221	3222
26049	698	2102	2158	2770	3074	2302
441086	85	56	59	77	85	40
51301	57	316	666	756	715	428
256006	33	107	144	118	143	105
3156	5074	19186	23127	22210	26908	21484
10087	1155	2219	2799	2965	2877	2366
51426	723	2130	1978	2424	2322	2127
728780	61	28	27	43	24	22
107986424	4	28	22	15	9	12
134359	142	608	753	757	843	648
441087	9	5	10	7	13	8
22987	113	226	204	387	387	183
105379042	7	3	14	20	7	11
10788	838	2808	3201	3805	4556	3444
101929109	5	18	21	40	22	29
2151	81	88	289	223	196	204
2149	2007	3340	3702	3724	4266	2950
2150	29	50	62	91	36	38
1393	19	4	20	32	51	22
55109	1287	2602	3239	3542	3647	2619
84327	869	1180	1118	1325	1447	1064
677828	245	47	31	37	52	26
728723	140	201	317	268	295	185
8622	131	564	595	693	575	507
55255	2600	3585	4008	4314	4620	3316
23440	262	322	3	2	7	1
6902	2028	4755	4228	4623	6064	4118
8546	1059	4391	6484	6447	7025	5583
728769	152	221	211	225	243	159
9522	304	2358	2794	3048	2985	2372
10184	492	1154	1538	1634	1636	1381
411	2000	2435	2578	2647	3283	2603
29958	18	21	41	52	31	32
635	52	126	37	104	149	76
133746	909	1044	1429	1678	1214	957
102724530	15	32	24	47	24	36
101929201	111	161	107	162	119	145
9456	723	2516	2080	2285	2285	2497
107986426	22	77	35	35	28	37
167153	773	2195	2379	2596	2354	2138
202333	130	305	330	272	278	301
345778	1746	3519	4630	4772	4624	3976
7060	222	351	550	475	512	388
101929215	19	38	62	48	66	36
256987	1066	1706	3905	4239	3903	2163
441089	41	110	122	115	156	98
9765	2113	6773	8687	9694	9625	8378
167555	85	155	225	212	177	168
340120	5	5	16	31	18	14
103689917	7	35	23	34	31	19
1719	6173	8673	12014	10945	12312	10102
4437	672	1989	2603	2685	2953	2240
107986428	92	111	90	107	58	91
5924	55	238	236	218	199	191
1160	225	574	810	741	689	679
100131067	413	461	624	609	599	581
84240	326	932	1261	1305	1491	1090
134526	16	53	39	51	50	59
23635	1004	4351	4398	4455	4722	4331
83734	273	446	600	651	625	604
6228	7574	23467	32815	31396	38221	25674
92270	265	264	273	354	238	397
102546175	1	14	10	11	17	29
107986430	1	7	28	6	10	23
105379051	6	15	40	12	26	18
105379052	76	139	161	163	166	225
153339	3615	5907	8748	8609	8582	6940
677765	0	15	26	18	14	23
7518	212	457	650	554	682	501
1462	7623	28988	54765	66522	76891	89230
107986431	41	143	195	214	206	281
105379054	36	173	272	251	225	359
1404	17	30	1766	2602	3360	1721
105379055	2	2	16	61	42	50
10085	117	314	442	564	680	375
105379057	44	72	72	84	91	81
1350	748	5195	6413	6080	6851	4490
109623460	3	25	16	20	10	15
5921	1782	3964	4035	4650	4167	4150
902	566	2390	2899	2957	2881	2492
644285	240	323	292	264	216	256
153396	410	1298	1663	1690	1508	1373
112267943	148	246	200	197	137	170
100505894	212	415	411	447	436	325
102546226	19	46	8	19	11	11
645323	3146	3661	705	1240	1409	750
407047	125	48	13	35	29	11
109729137	41	27	44	39	48	33
4208	45	170	622	787	781	708
107986361	1	14	39	84	41	63
101929423	10	10	23	35	19	20
107986360	1	7	20	13	6	9
102724637	23	85	172	157	103	147
1070	632	868	1116	1103	1236	1004
731157	2	31	39	43	33	36
153364	111	237	317	349	438	510
10622	77	239	286	579	1127	2021
116068	157	1131	1322	1502	1463	1221
84059	7749	24808	3542	5931	10003	17708
105379077	223	299	37	112	116	273
107986432	184	459	88	152	214	362
57561	2339	9444	10467	14182	14498	8806
100129716	495	453	351	454	435	384
107986434	8	57	36	49	47	40
105379078	7	23	26	34	23	13
105379080	49	97	61	189	85	74
105379082	36	209	33	45	51	97
107984117	9	18	25	12	7	9
441094	719	1153	389	582	659	867
7025	7625	5506	2470	3118	3706	4140
83989	1436	2797	2582	2528	2798	2513
100313887	219	47	43	42	64	41
134187	153	190	167	118	129	141
105379087	14	40	51	53	53	34
285600	118	518	588	609	566	456
105379086	7	37	15	26	33	31
84250	561	2730	3041	3404	3235	3362
79772	353	1604	502	534	448	414
105379085	6	13	19	12	9	5
153643	1	25	15	19	23	10
9652	1302	6594	7179	8230	9038	6905
153642	200	492	634	673	627	528
317671	12	108	124	134	119	122
83890	181	347	260	346	438	425
105379090	4	19	19	21	32	20
22836	3615	7473	4360	6886	8901	7886
2745	44	198	419	316	321	207
22936	133	321	787	515	545	568
105379096	9	5	15	7	12	21
107984114	2	3	10	6	3	10
5122	1013	1471	1255	1497	1521	481
831	1029	3060	5174	4591	4489	2857
107986364	55	80	85	40	58	61
107986363	114	164	235	210	156	157
105379094	27	61	53	62	47	43
51752	1230	2254	3378	2914	2627	1990
102724748	101	344	518	459	394	367
64167	17	52	88	143	145	102
4012	1032	2981	3388	3806	3758	3762
101926893	77	118	141	122	100	131
167410	529	1646	2622	1781	1982	1737
55781	353	1401	1796	1751	2153	1585
102546227	0	10	7	4	9	10
109729164	2	25	8	6	11	22
285704	6140	9072	5460	6827	7294	3235
503569	607	698	407	490	486	204
105379099	6	22	27	10	17	9
1105	3390	8724	10062	10139	10029	9492
102724810	162	123	135	125	145	117
100289230	134	156	156	179	170	174
107986436	9	14	8	12	24	11
100133050	12	12	44	35	22	16
105379100	37	52	138	102	66	66
345757	74	112	131	228	229	133
7903	826	5134	2811	3724	4072	3065
107986437	14	80	52	27	46	20
353189	11	80	148	126	155	119
133482	17	26	57	65	55	105
100861468	0	10	15	16	10	15
285708	17	49	127	98	146	191
105379104	13	30	46	48	63	103
5066	3641	6881	7535	8318	8987	6607
54826	123	489	603	563	596	579
23262	1005	4710	6548	6469	6659	6203
90355	435	1225	988	1225	1617	1634
83594	254	1089	1085	1170	1246	1088
105379107	0	12	6	10	9	3
1946	2530	4468	7668	7466	7683	5426
64839	932	1739	1754	2058	1986	1745
100652853	33	49	16	26	49	29
2241	1006	4171	3862	4130	4461	4079
285638	42	113	129	112	107	145
9867	2058	9891	6931	8834	9653	8233
4124	1554	2660	5572	4616	4828	4844
642987	229	580	578	558	538	505
91137	967	2299	2495	2700	2825	2131
134430	616	2960	3883	3837	4020	3447
814	801	3606	5651	5449	5137	2854
134429	1570	3552	7133	6147	5724	3345
100505678	1746	4895	5445	5809	6503	4828
105369177	9	29	51	21	61	36
9315	6353	21408	24665	27753	32082	21596
64097	1637	3015	2335	4413	5392	5759
114915	817	593	724	708	784	550
654322	14	32	45	63	47	38
101927023	24	38	30	71	52	76
54508	778	212	139	233	335	374
102467214	3	44	12	29	28	8
324	2184	8214	6919	7954	8813	6476
6728	1310	2155	2181	2382	2715	1939
7905	692	1993	1730	1783	1855	1438
167227	2079	6397	9639	9071	9268	8267
4163	868	1771	1474	1824	2275	2342
107986366	3	17	12	7	8	9
83942	4	18	21	23	11	13
64848	1587	3414	3874	3977	4231	3610
3781	56	78	90	89	113	76
101927078	4	12	8	12	11	11
55521	781	2977	3275	3532	3254	1154
5229	727	2394	2686	2878	2906	2563
153733	691	1897	1339	1745	1576	1181
56929	403	2506	2779	2950	3073	2438
100302736	260	479	585	624	709	546
353376	24	78	77	97	95	80
101927100	26	61	51	78	71	56
51014	456	2752	3306	3820	3935	3164
1036	322	1519	1751	1902	1990	1684
9140	1064	2619	3364	3355	3542	2884
1176	503	2878	3021	3387	3876	3049
206338	1	21	15	32	17	17
51397	149	937	1188	1163	1166	1188
101927190	8	49	62	68	47	53
57556	6554	16373	16360	14649	16213	10720
101927233	230	982	977	932	991	679
105379132	338	363	336	286	321	223
105379133	2	10	7	1	10	4
105379138	19	54	18	26	14	20
285605	604	666	668	727	943	783
100422885	325	2292	2387	3000	3041	2382
105379143	9	25	16	40	18	19
1657	1284	3590	3521	4093	4368	3538
25816	251	537	1116	899	996	710
102723444	91	38	58	37	45	45
3295	3375	5159	5194	6257	7287	6503
51334	72	98	300	323	419	508
102467226	8	2	16	18	3	1
153443	389	1089	1331	1374	1675	1262
4015	85	302	807	1037	996	572
107986445	16	28	32	51	46	36
133923	4	30	35	40	60	24
100505841	4	12	11	20	21	12
9627	385	1248	641	675	750	431
153163	26	76	43	39	37	29
107986446	8	30	14	17	13	15
6643	782	2219	2998	3053	3348	2814
105379154	95	64	56	68	64	59
28966	403	1513	1711	2042	2226	1459
5480	65	143	137	262	316	221
107986447	16	7	7	13	27	16
93166	29	25	13	22	27	22
153241	718	2078	2135	2433	2555	2021
1456	1722	3403	3815	4555	4533	3580
57507	4860	6416	10445	11016	9889	6370
107986391	11	7	18	10	13	7
65983	107	307	440	473	479	270
501	3073	5401	5856	6162	5736	4643
51808	4559	2434	2511	2839	3419	2204
102723557	7	51	36	39	41	53
4001	8081	16677	17985	18776	20752	18637
115123	75	180	155	233	278	249
105379163	9	30	18	39	32	30
401207	100	327	14	17	19	15
84466	1349	4281	1972	5705	7990	9273
105379199	64	71	42	92	142	147
133619	2034	3612	4567	4914	5600	4222
728586	37	67	63	54	68	87
644873	361	655	672	680	734	704
101929964	14	27	21	31	25	21
6558	1400	3576	3177	4087	4714	4494
2201	4718	10960	28007	25063	28748	25539
105379168	6	13	21	16	28	9
28965	27	30	136	94	70	29
102723638	5	7	25	19	10	4
51015	320	1060	1566	1247	1465	1210
102723654	10	36	37	28	48	42
103689846	6	29	227	83	92	15
171019	128	329	2220	1305	1007	320
100127206	5	5	46	22	25	6
112267944	7	14	13	26	27	5
337876	184	366	565	650	708	513
105379170	13	67	85	108	97	86
3094	2364	6155	7150	6865	8061	5741
90624	1078	1101	1209	1224	1357	1145
56990	701	2609	2664	2782	2721	2268
105379173	278	635	561	683	612	563
51735	1722	3423	3081	3674	3699	3107
96459	840	1749	2196	2397	2397	1998
23305	197	261	37	130	188	137
101927693	12	16	2	18	10	18
100861518	1	16	14	40	13	20
8974	118	200	229	328	255	222
8572	206	154	364	326	427	324
6583	32	76	62	93	45	75
553103	106	108	108	139	86	98
100500865	5	16	18	35	17	12
6584	206	299	328	448	400	223
441108	26	32	37	37	23	30
102723741	22	39	39	60	36	21
3659	133	114	174	208	211	180
10111	1144	3542	4222	4081	3788	3652
101927761	75	145	185	198	195	179
11127	1784	3050	2577	3493	3136	2593
645121	21	46	35	28	31	15
23176	1520	2918	3154	3135	3195	3107
134549	142	83	109	80	77	46
2661	104	383	385	406	526	315
27089	631	1819	1732	1695	2361	1583
116842	32	107	95	155	113	122
27125	4280	12037	12424	14691	14698	11276
54819	164	767	928	929	1085	834
3308	6012	12147	14133	15418	16847	13970
23105	14	39	59	64	84	57
105379180	13	11	31	41	22	28
105379182	4	5	10	12	11	14
56951	712	2164	3030	2857	3168	2352
105379183	16	28	19	7	9	31
7416	3109	7084	9395	9658	11152	9133
105379185	12	8	3	11	0	9
6932	1152	1138	1275	1414	1510	1356
6500	3368	9741	12006	12670	13554	10688
5515	3171	8681	10728	10467	11370	9237
100500905	418	400	537	496	701	513
51265	398	419	465	527	471	443
7320	256	1334	1709	1729	1783	1328
91368	1139	1145	1436	1509	1755	1265
23338	37	26	41	55	48	30
51128	568	1345	1353	1528	1579	1485
10802	587	2520	2730	2772	3243	2687
819	1096	1458	1816	1788	1733	1329
9879	3298	4992	4485	4950	4361	5116
134553	1465	3546	3797	4278	4500	3649
79770	2396	2095	2302	2442	2729	2107
84105	830	697	575	652	683	626
347732	27	80	74	72	80	70
107986452	9	11	4	18	12	18
