	GSM8343538	GSM8343539	GSM8343540	GSM8343541	GSM8343542	GSM8343543
100996485	1442	1832	1828	2035	2122	1646
9555	7587	15873	17304	18242	19275	15758
4762	1464	967	997	1124	1275	345
9547	21	10	50	153	250	159
153328	13	26	21	16	24	14
340074	9	8	7	17	16	4
105379189	2	1	5	5	21	35
7045	36	172	491	1121	3226	8132
9597	102	112	75	124	103	106
4090	2502	5695	6940	7804	8440	6957
389332	47	51	28	34	67	61
105379191	119	396	742	556	611	490
6695	2610	8264	1366	1545	1679	1102
26249	631	649	1101	1094	952	734
10949	17887	17024	16827	20382	20375	16652
107986369	7	14	11	5	8	3
4888	8	9	19	14	10	14
107986368	16	18	14	18	15	13
101928005	7	27	33	37	24	20
9499	15	48	61	59	53	47
27039	116	331	415	470	428	334
51306	1654	3981	4589	5368	5666	3803
100130172	68	143	160	172	193	121
8382	107	287	407	419	416	236
10902	3018	3339	4526	4371	4508	3860
10112	634	2530	4492	3864	4292	3827
8697	1135	2608	3627	3465	4081	3207
995	488	1255	2281	1899	1796	1594
100128966	17	21	76	58	36	33
51307	2455	3390	4722	4557	4501	3550
51780	5955	10452	11443	13081	12392	11510
51308	2297	1852	1590	1896	1908	1342
1958	1095	1452	346	1713	1552	2575
2107	1811	6073	7603	7515	8862	6960
3313	2660	8823	10180	10681	13505	10952
109617013	26	39	32	18	54	48
26785	5	21	18	25	28	32
105379193	74	331	393	440	545	474
105379194	189	32	25	26	28	28
1495	7202	18908	19069	22760	26801	18809
26045	241	989	488	716	627	456
64374	372	413	484	507	556	411
105379195	31	73	57	87	62	63
9782	11332	35109	39969	43294	47056	37185
724102	108	96	236	174	126	161
109616975	0	13	43	25	20	26
26821	15	28	64	44	42	50
51247	1673	4588	6074	6123	6544	4737
9963	240	137	116	192	95	138
389333	144	61	27	29	44	45
202051	118	196	180	164	189	176
202052	726	2013	2028	2315	2601	1820
641700	0	1	26	86	50	22
340061	3	7	37	104	124	174
7322	2365	4687	5657	5336	6294	4720
51523	3980	3402	4418	5713	6240	3929
111082989	114	58	78	66	59	65
84249	372	488	175	284	298	208
101929696	5	25	16	26	9	14
9542	35	81	51	52	60	50
100505636	26	14	17	16	29	12
5813	343	555	450	616	553	566
492311	25	85	59	61	55	84
84418	75	348	608	507	422	234
5201	1592	2081	2305	2383	3245	2069
1839	159	155	263	157	197	126
83697	55	73	85	80	63	66
404734	2122	5640	6626	7059	7586	6470
54882	2076	5865	6881	7296	7818	6699
8637	83	187	190	207	185	172
10011	634	1160	1351	1312	1559	1163
10307	660	500	730	681	720	528
102465499	14	5	6	10	10	3
113829	1082	1481	2299	2106	2793	2017
55374	578	815	1177	966	1178	881
929	15	15	14	9	14	11
4695	299	679	976	774	1005	676
3550	2776	2942	2409	2993	3215	2932
100500820	82	129	133	193	181	173
54853	1598	1316	1361	1491	1649	1383
373863	107	178	168	247	263	220
3035	1540	2617	2529	2633	3261	2526
23438	1241	1365	1568	1610	1884	1297
153527	1928	1965	2296	2465	2670	1943
105378198	26	24	33	25	22	8
56662	218	222	165	149	186	75
56147	95	217	258	249	243	148
56146	476	616	298	414	391	280
56145	214	442	410	404	393	281
56144	1755	1992	1281	1504	1486	1129
56143	522	507	327	337	351	283
56142	305	484	333	323	344	273
56141	357	361	247	271	253	213
56140	326	329	267	336	358	234
9752	316	433	297	348	291	222
56139	1186	1217	1055	1191	1057	853
56138	400	705	607	679	716	522
112267934	442	646	600	612	658	497
56137	818	641	535	582	617	474
56136	328	347	215	245	290	204
56135	454	662	373	498	584	339
56134	223	328	292	314	334	262
56119	45	135	102	137	148	100
29930	7	30	24	22	19	12
56133	2401	3833	3281	3969	4429	2811
56132	596	845	657	705	714	575
56131	315	317	249	277	259	245
26167	150	212	218	236	232	202
56130	74	121	134	105	84	71
54661	72	58	58	72	58	59
56129	97	139	109	111	117	102
56128	69	136	110	122	153	121
57717	646	688	331	552	683	547
56127	855	688	386	536	665	564
56126	404	730	549	803	940	616
56125	435	378	433	444	491	357
56124	268	334	292	281	314	234
56123	311	517	408	468	509	440
56122	334	737	648	741	882	722
54660	204	139	97	95	111	82
84054	136	212	166	190	144	144
56121	417	733	1063	1313	1544	1103
105378199	51	25	23	21	33	30
83884	77	38	42	72	54	44
6879	3711	5764	7450	7775	8439	6135
56114	190	417	388	469	569	439
56113	193	435	422	495	592	434
56112	200	401	415	469	574	421
56104	245	503	528	603	729	558
56111	224	459	479	542	651	505
56103	227	545	533	670	746	609
56110	209	413	403	486	564	456
56102	211	455	416	507	598	456
56109	186	426	426	487	593	481
56108	197	416	430	508	573	450
8641	231	467	586	653	725	559
9708	197	429	431	494	601	477
56101	217	428	422	499	590	452
56107	259	483	470	593	735	575
56100	2485	5207	4214	5308	6387	4467
56106	502	1033	770	917	949	785
56099	643	960	1469	1660	1779	1533
56105	391	912	736	826	901	823
56120	63	272	177	186	206	208
26025	371	720	621	643	733	626
5098	2213	3079	2480	3119	3855	2926
56098	535	1115	1261	1347	1604	1276
56097	318	607	555	664	731	586
1729	4463	7416	8205	8505	9980	8175
100505658	34	105	128	107	87	107
8841	2642	2828	3837	3494	4045	3033
285613	394	354	342	373	411	322
89848	720	625	608	632	605	559
64411	1794	3367	2782	2862	2739	2555
107986454	136	322	76	149	123	112
5097	1627	3865	1737	2261	2546	1911
729080	1	18	10	26	34	39
9812	1528	3075	3790	3762	4172	3241
51294	132	222	235	235	275	287
9604	762	2001	1804	2038	2604	1796
10007	1270	2318	3591	3085	2630	2324
80762	3705	6202	5274	6576	6741	5142
107986455	47	97	61	72	71	78
81848	2612	8851	8104	15283	23480	18931
100642175	121	230	155	383	422	447
101926941	10	28	25	41	59	61
2246	3	28	27	53	78	124
101926975	0	8	4	8	10	43
23092	439	1102	762	950	1057	861
107986457	33	45	32	30	34	36
100874372	3	13	13	11	2	7
2908	95	493	673	1470	1930	2087
81555	552	1797	1836	2259	2513	1815
57528	99	416	227	280	226	207
105378211	10	21	41	25	17	24
153768	538	1056	1191	1055	902	736
153769	24	39	82	63	47	50
153770	41	78	95	94	107	93
51520	3500	8547	9342	9060	10570	9502
54439	2926	4615	5286	5585	5900	4395
10915	4633	8824	11174	10946	12037	10520
134391	10	23	7	27	30	16
105378215	11	20	11	7	10	3
5521	385	989	755	671	707	323
107986461	88	63	53	48	15	24
202374	524	1498	1484	1853	1869	1140
1809	19435	30079	27999	35293	35379	22296
153469	171	643	595	730	752	454
9832	1691	4467	4115	4719	4526	3319
101927012	220	401	367	509	341	233
105378218	114	169	245	172	191	148
11005	50	84	357	540	555	684
102546294	51	64	50	45	60	36
153218	10	21	9	5	4	5
84651	2	11	10	4	3	9
643394	8	41	40	40	47	35
81545	743	2183	2627	3190	3136	2388
154	0	11	8	14	17	2
79628	76	61	268	256	331	151
22885	37	87	62	84	72	39
134265	31	76	146	132	153	110
134266	759	1689	2317	2248	2341	1938
106144529	103	77	82	94	93	69
78991	430	846	1025	931	1061	855
728264	0	4	37	71	108	160
406937	0	0	8	3	17	14
1452	6563	12285	13869	14279	15328	11957
389337	91	122	111	148	112	103
133522	100	251	246	314	414	363
5145	15	5	4	10	2	13
1836	1280	2811	3359	3594	3762	3365
81789	136	373	394	440	538	426
22993	1951	2615	3109	3127	3497	3095
1436	41	56	39	59	68	66
5159	240	344	1533	1531	1928	2026
815	164	181	110	202	257	97
340075	23	25	162	48	47	79
6949	2384	3608	2824	3585	2993	3394
972	120	222	494	339	281	234
6208	9774	17253	25141	23293	25643	17903
102546298	141	71	97	102	109	91
3340	4611	6797	8511	9060	9921	8512
11346	90	105	332	700	1006	779
91977	120	85	144	261	257	192
55696	942	2830	3289	3513	4185	3108
51164	1836	6333	6176	7441	8721	5876
85027	123	128	285	248	297	161
345611	8	14	53	60	72	73
91975	12	72	676	924	1212	1254
105378228	5	22	15	16	9	11
2878	199	332	491	375	470	280
10318	676	1238	923	1302	1287	1214
309	3401	5682	7422	8706	11169	8896
26112	72	131	146	159	186	139
2760	950	1673	2356	2382	2613	1945
206358	729	1365	1349	1417	1528	1502
2196	107	239	244	244	258	262
6678	16866	27387	25154	30996	40429	23583
101927096	637	540	476	650	751	463
475	469	652	738	712	872	583
105378235	22	42	56	67	52	76
100652758	183	192	271	233	315	205
10146	6799	14422	23131	21208	21465	18805
2741	28	44	54	42	29	48
112267935	8	22	20	23	31	23
2890	1494	3940	1430	1139	1110	778
10827	342	1227	1407	1578	1840	1391
4238	1303	2945	3603	3732	3840	2968
55568	637	1519	1854	2563	2697	2121
107986465	37	84	120	133	101	146
100302181	1	2	13	11	2	12
386627	92	157	164	272	178	233
79685	2104	1660	1690	1992	2034	1581
23367	10590	13048	13627	16370	17553	17451
100302284	21	2	4	9	5	12
112267936	38	45	45	30	53	44
10826	828	1033	1371	1504	1538	1464
100616306	0	6	11	2	11	10
9337	1267	2461	3093	3223	3364	2755
25929	1316	2885	3863	3754	4362	3594
29093	301	1180	1445	1515	1638	1247
285643	51	72	101	75	93	86
6444	22	51	91	188	357	582
153743	5	36	41	37	66	40
84868	26	12	18	18	17	8
9443	248	795	849	886	969	716
26999	1613	5241	5464	6074	6879	4076
408263	75	131	69	102	139	56
102724404	7	34	37	35	37	37
348938	75	80	68	65	72	81
8728	1915	2039	3586	3731	3797	3578
11063	20	29	29	34	36	21
105377675	3	23	15	16	20	17
100190949	54	47	36	61	70	64
54974	439	747	805	884	1047	778
134353	853	1122	1028	1126	1431	1294
9685	1102	3150	4209	4406	4745	4012
1879	950	1553	2830	3317	3776	3950
101927740	10	11	39	33	29	20
107986467	6	1	43	50	44	45
153830	2233	4077	6481	6028	6568	5109
107986468	23	23	34	50	43	37
134510	812	2064	2661	2639	3076	2180
285626	40	44	63	24	47	25
285627	17	24	52	54	20	34
105377685	43	55	149	85	44	48
105377684	12	24	75	65	51	27
147	8	14	14	29	24	5
7265	732	1835	2197	2180	2423	1901
114825	1614	2738	3047	3084	3090	2372
2172	2	14	34	32	13	13
79616	1126	1375	2119	2371	2362	1613
105377691	33	163	147	212	147	205
114898	58	53	58	58	73	68
63920	496	761	888	960	794	783
10569	900	2039	2308	2761	2896	2099
9232	2909	3079	4184	3574	4169	3055
23120	9	89	48	196	301	371
2561	106	122	474	311	330	127
105377694	4	18	48	30	14	8
2554	2	2	12	10	10	2
2566	48	69	76	142	119	30
105377697	10	11	31	21	14	14
105377698	1	9	18	19	7	7
105377699	23	10	22	9	12	9
105377700	173	167	388	300	259	231
900	1245	5274	11123	9721	9154	7502
134492	1135	1775	2085	2160	1970	1835
3161	907	2901	4795	4094	3988	3590
101927813	30	282	478	382	404	371
27430	541	2980	4099	4207	4203	3536
105377703	29	136	27	144	177	384
101927835	3	45	1	24	45	96
102546299	7	40	8	68	34	115
105377702	0	12	11	20	20	74
105377701	30	73	21	89	86	255
105377705	1	12	1	7	11	21
57451	1608	4011	2007	1965	1785	1356
101927908	6	24	20	11	2	3
105377709	16	108	63	40	44	41
101927862	4	34	27	33	22	23
23286	1528	1192	412	603	693	802
5917	1479	3925	4811	4769	5482	4011
345630	141	185	51	71	132	91
79646	5533	16193	17401	18882	18967	17010
406895	1	12	9	10	11	9
6586	138	364	449	477	499	407
101927969	6	24	13	13	16	18
107986470	2	18	9	21	15	35
105377712	6	8	9	12	7	12
54908	922	2290	2708	2411	2950	2552
1794	33	90	96	52	57	47
100131897	7	69	63	132	144	112
257358	0	11	9	12	7	8
30820	71	157	136	171	244	171
3779	42	73	31	87	163	109
105377716	9	23	16	25	12	15
64901	523	1914	2141	1895	1846	1901
30012	8	1	3	15	18	25
4869	21171	33006	46298	44233	52444	43108
8817	126	326	352	642	1011	271
105377725	15	22	39	25	24	31
107986476	94	89	104	122	82	114
23291	2815	4816	6438	6679	6498	4641
6793	810	951	1030	1264	1247	1104
107986477	17	52	47	45	39	57
285588	7	21	28	29	23	17
92181	1776	4615	4755	4862	4519	3880
100288254	22	8	3	13	5	2
285590	4281	9947	9935	11276	12252	11639
105377727	3	10	13	9	9	10
54492	965	984	1204	1218	991	522
1843	796	717	924	918	941	523
57222	1432	4629	6045	6473	7415	6125
51121	143	766	896	992	1207	787
100268168	91	53	43	60	46	56
8992	406	719	1158	987	1064	741
677841	319	63	37	22	41	20
153222	315	669	804	945	834	662
662	113	367	315	413	484	402
8614	12	17	136	63	30	17
285593	11	27	18	13	16	30
105377735	21	59	32	30	55	49
91272	2012	4130	6106	5722	6296	4520
107984118	1	10	10	5	4	2
80315	974	1543	1269	1740	1848	1104
51617	867	1742	440	1029	1236	445
102724551	44	88	10	59	47	28
4488	8	16	137	211	370	801
1812	13	15	46	64	48	66
94081	5167	5439	5824	6167	6355	5216
3274	136	323	207	286	288	214
105377743	45	55	50	56	37	47
10814	1492	1391	305	638	497	265
105377744	161	145	64	48	42	53
107986485	243	141	133	97	58	105
84321	559	793	1268	1042	1244	967
107986486	89	74	109	98	144	87
202134	3	3	4	12	10	6
107986487	14	3	5	3	11	1
643201	29	44	52	62	44	20
375484	855	2196	3312	3198	3440	2652
57179	2479	5154	6215	6354	6982	5203
285598	5491	4812	3956	5017	5161	4697
51491	534	900	1065	1016	1395	1033
192286	803	1067	1347	1226	1653	1035
1212	734	611	577	680	919	564
23197	1087	3256	4042	4140	4935	3921
22838	3942	2591	4719	4078	4226	2901
112267951	177	64	70	63	68	74
54825	302	618	249	287	305	344
114787	3892	2773	1048	1282	1308	1547
26262	1005	1127	1347	1365	1454	1301
102577424	10	8	5	6	11	0
90249	240	146	270	258	249	108
3101	19	23	14	30	26	14
51720	884	1528	1612	1650	1655	1496
23567	1574	1826	1795	2079	2112	1689
2264	143	45	234	91	178	303
64324	6377	13052	15355	17906	18776	15680
53917	1049	721	824	760	1037	745
27166	2374	2302	3057	2380	3539	2401
83463	1756	2090	2309	2071	2752	2064
10960	2559	3020	3551	3292	4235	2867
10636	250	278	346	391	408	253
2161	14	11	8	12	9	10
2870	1481	1357	1276	1323	1548	1382
340037	140	93	117	142	150	146
80758	1516	685	764	807	924	782
1627	16641	12614	10817	13062	13370	11726
9260	2296	2619	4397	3704	4576	3376
79930	128	70	90	66	105	76
51428	1832	2053	2542	2503	3182	2265
54540	2574	2228	2418	2456	2833	2237
107986488	222	361	306	345	315	336
105377750	5	6	19	13	6	9
54732	3297	2749	2788	2918	3555	2514
11285	741	671	732	751	906	608
202181	483	855	1024	1136	1067	890
107986489	10	28	29	37	32	14
285596	15	13	24	40	29	14
728554	518	863	1293	1090	1331	1001
100128340	29	23	20	20	19	8
23138	690	336	322	423	397	349
64777	1818	2231	2256	2203	2716	2021
55651	931	1650	2202	1825	2394	1643
3182	7113	9893	10896	10972	11953	11564
85007	2160	3205	2612	3142	2811	3161
112267937	0	4	4	5	16	35
91522	58	74	84	167	224	539
105377756	0	6	10	28	11	46
57396	191	804	925	878	997	944
6940	773	1008	1219	1212	1437	1148
729522	19	15	102	85	70	66
117608	438	698	766	779	831	707
107986493	12	7	8	16	19	22
80108	76	216	321	320	285	225
285676	56	78	266	310	228	199
2916	22	17	54	52	25	26
345462	110	369	468	437	519	410
30832	826	1859	2703	3228	3274	2910
9509	133	130	238	256	252	202
105377762	53	94	116	79	80	71
80230	1257	1747	1873	2034	2244	1784
101928445	139	199	184	198	171	170
3187	10460	27726	29993	31489	35304	29600
105377763	141	65	77	69	68	69
646019	57	27	24	44	29	35
821	20622	38956	37475	41432	45487	40593
9794	2812	4523	5939	6159	6553	5258
4056	162	27	13	18	17	29
11282	3074	2471	2614	2828	3217	2078
8878	3681	2589	2994	2900	3735	2583
51149	303	397	507	512	513	362
100996419	45	76	55	69	91	55
23061	2890	3651	3996	4441	4989	4352
55819	5455	7991	7076	7643	7952	6412
442908	110	40	20	33	21	33
255426	42	71	80	86	61	47
5601	702	2367	2189	2383	2674	2255
9945	536	716	1682	1489	1873	1416
102725231	16	28	37	35	30	25
57472	2287	6847	7145	7462	6034	6629
2324	234	323	552	315	347	362
4245	2278	2228	2250	2476	2736	2384
105377766	9	30	13	7	19	9
100859930	403	393	402	333	480	334
729678	187	300	265	307	294	224
643836	925	3010	3029	3365	3328	2808
153579	13	45	2	4	12	5
7241	14	20	7	6	5	20
7236	54	18	0	13	14	11
105377769	22	21	18	10	10	8
81786	41	63	18	34	55	27
100189399	30	159	143	94	170	83
100049614	74	187	151	117	149	140
90933	2427	883	703	698	786	611
10399	18944	27146	42265	37854	43213	31102
619571	46	196	284	249	254	236
619570	292	95	88	63	95	66
101928649	193	209	216	256	182	220
84851	1050	1261	1096	1415	1188	1180
100507602	376	397	428	368	450	341
105377771	469	505	511	522	473	475
107986495	43	156	145	129	125	134
100132062	1173	466	615	536	509	464
26683	1	17	15	14	11	11
102723922	4	15	17	7	18	14
56940	1752	1920	2547	2610	2964	2285
3662	17	4	31	14	17	12
105374875	8	14	8	14	19	6
55770	741	2575	3079	3215	3705	2967
135458	34	31	8	9	15	20
105374873	7	18	18	17	21	6
105374879	0	3	11	6	6	10
2295	5	11	115	222	314	310
102466720	0	0	4	11	8	12
101927703	0	3	20	15	41	18
2296	28	68	615	983	1298	958
2762	303	489	723	654	861	683
107986514	4	14	38	30	43	54
107986513	89	215	249	251	222	314
107986512	46	47	44	41	27	32
100508120	163	129	169	174	164	117
154386	8	58	55	68	42	48
340156	410	283	297	318	406	301
56897	2127	1352	1387	1607	1892	1375
1992	185	402	473	499	476	394
221756	19	27	32	34	31	38
101927730	2	4	3	11	4	10
5272	37	100	121	158	121	58
5269	1261	1293	1453	1986	2291	1657
401232	40	139	146	185	186	150
105374888	1	25	20	40	20	13
4835	355	408	734	655	746	578
401233	286	279	403	493	336	286
101927759	26	28	65	44	83	23
8737	771	1218	1350	1726	1674	1474
107986556	27	75	100	107	89	107
670	1253	1623	1920	1855	2050	1557
7280	8779	17954	7488	11665	15251	10688
105374889	20	17	3	11	5	13
100507194	36	152	122	125	160	152
347733	15676	36078	18057	23057	26327	21654
100422781	586	594	387	511	427	417
389362	1011	1872	1491	1768	1661	1617
63027	2161	3527	2613	3553	4024	3233
105374890	9	39	43	39	54	60
643327	76	96	74	107	103	77
100507336	6	31	31	41	73	41
221749	326	617	327	466	804	704
26240	100	107	88	82	98	57
8899	2655	7607	8458	9051	9930	8750
222826	12	53	55	34	48	45
404220	230	612	819	821	959	640
10455	408	1326	1810	1768	2063	1335
100507506	1	21	22	25	4	5
9425	1058	2423	2756	3044	3881	3005
105374897	115	198	254	274	197	238
10799	58	346	322	344	466	332
100129461	115	211	276	269	321	268
57128	673	1272	1735	1446	2059	1227
648791	63	55	50	48	35	38
10667	730	991	1166	1258	1274	1059
101927972	17	48	24	33	27	25
101927950	54	53	74	41	36	27
107986515	145	233	231	215	197	177
105374898	118	257	171	231	231	160
107986516	30	21	22	11	9	12
51299	363	420	169	334	382	178
2162	19	36	461	349	328	313
101928004	16	4	9	12	4	2
6239	1003	1487	1903	2400	2352	2706
6745	2607	5886	5749	6688	7436	6657
285782	14	18	22	26	28	18
83732	322	1177	1238	1286	1570	1268
101928076	7	6	247	154	126	33
1832	242	220	5571	5094	3617	1197
154007	544	1381	1835	1931	1938	1674
654	73	170	274	342	400	277
100526836	1191	2068	3937	3767	4729	3251
81567	1218	1992	3822	3666	4608	3156
206426	11	38	42	41	27	33
100526837	350	851	1235	1137	1270	958
63915	290	559	843	709	755	592
9521	145	585	799	864	917	688
100124533	12	35	34	43	30	47
51000	253	792	862	868	989	830
100506207	40	29	50	40	45	42
7020	273	206	294	298	391	431
109729173	39	66	101	76	116	119
100130275	16	11	13	16	18	15
2651	528	1039	1430	1305	1230	700
105374924	10	37	11	13	14	12
347744	43	136	77	94	149	79
55003	338	964	1155	1218	1455	1134
51522	780	2112	3139	2836	3185	2282
81853	559	1704	2100	1859	2046	1663
4117	368	623	773	809	611	524
9247	13	2	9	8	5	11
221711	35	70	180	107	70	64
54898	235	1127	1652	1847	1935	1736
100506409	19	26	57	70	47	50
221710	694	1525	975	1473	1613	1288
405754	114	160	155	123	109	158
4739	794	3435	2683	3302	4132	3742
105374925	5	16	21	15	20	16
100113407	1527	3462	3666	3857	3895	3142
84830	12	15	34	11	4	6
107986566	10	13	24	9	6	5
3096	799	2806	4488	4595	4815	3419
1906	17	16	154	160	41	14
221692	715	1210	1263	1474	1404	868
105374934	29	50	58	55	31	17
105374933	10	13	6	14	8	17
107080638	300	451	590	525	564	407
100130357	157	207	208	292	189	205
51256	300	469	607	526	605	470
54438	213	329	350	465	459	310
105374937	15	33	34	45	56	33
23408	583	894	1296	1201	1156	928
105374938	110	89	121	109	111	82
51406	2030	2239	2616	2677	3116	2372
10048	1020	2918	3153	3580	3911	3005
63933	1870	2230	2506	2592	2972	2387
107986571	92	60	74	83	104	56
221687	424	1105	780	1077	1055	718
9308	91	308	331	385	441	360
105374940	32	14	20	20	16	10
105374943	2	13	13	4	3	9
101928331	16	44	42	63	42	22
3720	6467	7971	7640	11423	12507	9422
100506681	82	57	55	50	43	53
84062	343	623	623	705	698	575
105374947	139	182	152	249	213	204
29116	215	499	452	742	901	805
2766	0	6	20	19	12	6
6310	239	583	339	512	400	310
101928433	2	37	14	41	49	19
401236	5	6	12	10	15	1
221662	117	339	579	425	406	280
10486	491	2655	2874	3034	3657	2484
101928491	23	56	53	77	53	45
102724591	27	23	18	25	33	21
51439	607	1946	2045	2445	2551	2109
9972	3259	7259	10792	10386	11770	9478
105374952	526	261	416	307	391	331
63971	3031	5007	4245	6062	6515	4805
105374953	9	43	21	80	33	39
378884	37	54	27	63	110	27
7172	273	613	691	788	834	633
221656	372	1834	1993	2061	2553	2050
7913	8904	17024	18408	18969	20116	17029
255488	18	17	57	45	22	15
107986575	30	26	21	44	29	15
105374960	5	9	21	14	7	7
105374959	19	53	39	62	45	50
100506885	33	122	92	158	115	103
3400	14309	9301	9654	8338	7511	4760
105374965	8	11	3	7	11	9
154141	146	515	222	450	467	457
1871	3033	4189	5635	5635	5645	4814
54901	1561	2286	2576	2711	2918	2178
105374968	11	44	49	11	31	36
107986577	13	23	17	16	12	27
105374966	32	86	109	86	65	96
107986578	58	154	171	218	200	144
6659	19178	15513	12121	15572	14951	11946
401237	1661	2044	1697	2074	1921	1580
105374970	85	162	90	138	92	133
729177	490	454	477	443	375	366
105374971	8	29	4	14	24	28
105374973	2	36	3	7	17	37
102724736	0	5	4	10	2	10
102724749	3	1	1	3	12	42
140767	22	40	55	94	75	25
51473	12	35	43	40	40	11
57380	1075	1670	1910	2023	2206	1582
2822	353	725	1036	1001	1071	763
7915	413	1085	1196	1197	1355	1133
9856	126	238	219	161	174	101
51567	1035	1882	2201	2180	2359	1842
55856	654	1156	1481	1552	1550	1186
